,article_id,dates
10128,de9a1c73,"[datetime.date(2018, 12, 9), datetime.date(2050, 6, 9), datetime.date(2018, 8, 6), datetime.date(2040, 6, 9), datetime.date(2018, 6, 5)]"
9504,d2241a93,"[datetime.date(2018, 2, 2), datetime.date(2018, 3, 20), datetime.date(2018, 2, 7)]"
6450,95028e9e,"[datetime.date(2018, 3, 6), datetime.date(2018, 3, 7), datetime.date(2017, 7, 15), datetime.date(2018, 4, 15), datetime.date(2017, 3, 15)]"
8696,c1e87e81,"[datetime.date(2017, 1, 6), datetime.date(2016, 1, 6)]"
599,1c539d3b,"[datetime.date(2018, 1, 24), datetime.date(2018, 5, 24), datetime.date(2018, 1, 26), datetime.date(2016, 1, 24)]"
7974,b30128e3,"[datetime.date(2014, 2, 12), datetime.date(2018, 2, 12), datetime.date(2017, 4, 12), datetime.date(2018, 1, 12), datetime.date(2011, 5, 10)]"
360,177631f2,"[datetime.date(2018, 3, 28)]"
9725,d69c3a12,"[datetime.date(2017, 12, 5), datetime.date(2017, 12, 19), datetime.date(2017, 8, 11), datetime.date(2017, 12, 11)]"
1954,37567002,"[datetime.date(2018, 5, 10)]"
3257,53b98242,"[datetime.date(2018, 1, 10), datetime.date(2042, 1, 12), datetime.date(2018, 1, 28), datetime.date(2012, 1, 12), datetime.date(2015, 1, 12)]"
470,199b22f9,"[datetime.date(2018, 1, 20), datetime.date(2018, 1, 25), datetime.date(2018, 5, 22), datetime.date(2018, 1, 27), datetime.date(2018, 1, 21)]"
11737,ffb6e18a,"[datetime.date(2018, 1, 20), datetime.date(2018, 2, 20), datetime.date(2017, 2, 20), datetime.date(2018, 3, 20), datetime.date(2018, 7, 20)]"
4801,7330f86b,"[datetime.date(2017, 12, 1), datetime.date(2017, 12, 2), datetime.date(2018, 2, 21)]"
5192,7b38bcc9,[]
9286,cddd4b30,"[datetime.date(2017, 12, 8), datetime.date(2017, 12, 6), datetime.date(2025, 12, 10), datetime.date(2017, 12, 10), datetime.date(2017, 12, 21)]"
7970,b2f463e2,"[datetime.date(2016, 2, 21), datetime.date(2018, 5, 17)]"
7684,ad73fecf,"[datetime.date(2018, 1, 24)]"
9425,d0504219,"[datetime.date(2061, 1, 9), datetime.date(2041, 1, 9), datetime.date(2015, 1, 9)]"
4603,6f3d7b88,"[datetime.date(2015, 2, 13), datetime.date(2016, 2, 13), datetime.date(2018, 3, 13), datetime.date(2018, 2, 2), datetime.date(2020, 2, 13)]"
2845,4a3229e,"[datetime.date(2018, 2, 12)]"
3354,55fcab25,"[datetime.date(2017, 12, 12), datetime.date(2017, 12, 24), datetime.date(2017, 3, 12), datetime.date(2013, 12, 12), datetime.date(2017, 12, 2)]"
2422,410ca93e,[]
5965,8ad1d1f3,[]
191,1449c147,"[datetime.date(2018, 5, 28), datetime.date(2044, 5, 30)]"
11095,f2f273ef,"[datetime.date(2017, 12, 16), datetime.date(2018, 1, 3), datetime.date(2013, 12, 28), datetime.date(2016, 12, 28), datetime.date(2017, 11, 28)]"
6980,9f0e0c1c,"[datetime.date(2021, 2, 16), datetime.date(2018, 2, 16)]"
6384,937a49b1,"[datetime.date(2019, 3, 19), datetime.date(2009, 11, 7), datetime.date(2018, 3, 19), datetime.date(2018, 5, 19)]"
3775,5e879cbd,"[datetime.date(2017, 12, 29), datetime.date(2018, 1, 3), datetime.date(2018, 12, 29), datetime.date(2016, 12, 29)]"
2316,3e8c15b6,"[datetime.date(2017, 3, 10), datetime.date(2013, 12, 10)]"
3325,554477cd,"[datetime.date(2018, 12, 2), datetime.date(2018, 5, 2), datetime.date(2016, 3, 2), datetime.date(2018, 3, 2), datetime.date(2018, 3, 4)]"
1433,2c457853,"[datetime.date(2018, 1, 30), datetime.date(2017, 1, 30), datetime.date(2017, 10, 30)]"
8036,b416e0db,"[datetime.date(2012, 12, 11), datetime.date(2017, 12, 16), datetime.date(2020, 12, 11), datetime.date(2017, 12, 11), datetime.date(2040, 12, 11)]"
8429,bcc1e807,"[datetime.date(2017, 12, 12), datetime.date(2018, 5, 12), datetime.date(2017, 5, 12), datetime.date(2017, 3, 12), datetime.date(2013, 12, 12)]"
3841,5f95cf8,"[datetime.date(2005, 4, 2)]"
3366,562d00e6,[]
3657,5c48550c,"[datetime.date(2017, 12, 18), datetime.date(2107, 12, 13), datetime.date(2017, 12, 15), datetime.date(2017, 12, 13), datetime.date(2017, 12, 14)]"
6254,907d7c8f,"[datetime.date(2008, 3, 15), datetime.date(2018, 5, 15), datetime.date(2018, 3, 16), datetime.date(2018, 3, 19), datetime.date(2017, 3, 15)]"
9693,d5fb7663,"[datetime.date(2018, 5, 4), datetime.date(2018, 5, 7), datetime.date(2018, 6, 4), datetime.date(2018, 6, 2)]"
4363,6a06b35a,[]
9642,d4d21766,"[datetime.date(2018, 1, 20), datetime.date(2018, 2, 20), datetime.date(2017, 2, 20), datetime.date(2018, 3, 20), datetime.date(2018, 7, 20)]"
6227,8feb25bb,"[datetime.date(2018, 5, 1)]"
2899,4b69db98,"[datetime.date(2018, 2, 2), datetime.date(2017, 2, 13)]"
8503,be591921,"[datetime.date(2017, 5, 14), datetime.date(2010, 12, 14), datetime.date(2025, 12, 14), datetime.date(2015, 12, 14), datetime.date(2019, 12, 14)]"
8587,bfbbbefb,[]
6569,9701119d,"[datetime.date(2025, 3, 27)]"
3832,5f67240f,"[datetime.date(2018, 6, 8)]"
6805,9ba9ae93,"[datetime.date(2023, 12, 15), datetime.date(2017, 12, 15), datetime.date(2015, 12, 15)]"
3509,593c1819,"[datetime.date(2018, 5, 14), datetime.date(2018, 3, 17)]"
7907,b1b1dd5f,"[datetime.date(2017, 12, 23)]"
11724,ff7e0c49,"[datetime.date(2018, 5, 22)]"
10548,e7c64433,"[datetime.date(2050, 1, 29), datetime.date(2018, 12, 29), datetime.date(2018, 1, 10), datetime.date(2017, 11, 30), datetime.date(2040, 1, 29)]"
1474,2d08f7b8,"[datetime.date(2013, 12, 8), datetime.date(2045, 12, 8), datetime.date(2017, 12, 13), datetime.date(2017, 12, 14), datetime.date(2017, 12, 21)]"
6643,985a5974,"[datetime.date(2008, 3, 11), datetime.date(2016, 3, 11), datetime.date(2018, 3, 14), datetime.date(2012, 3, 11), datetime.date(2018, 3, 30)]"
10165,df6e31f0,"[datetime.date(2018, 1, 18), datetime.date(2018, 1, 25), datetime.date(2018, 1, 19)]"
6962,9ec0abd,"[datetime.date(2017, 5, 18), datetime.date(2019, 12, 18), datetime.date(2017, 12, 18), datetime.date(2017, 11, 18), datetime.date(2017, 12, 19)]"
6521,963cb52e,"[datetime.date(2018, 5, 18), datetime.date(2018, 4, 11), datetime.date(2018, 6, 11), datetime.date(2016, 6, 11), datetime.date(2018, 6, 1)]"
7973,b2ffddb5,[]
346,173f0023,"[datetime.date(2043, 2, 27), datetime.date(2019, 2, 27), datetime.date(2018, 2, 1), datetime.date(2018, 12, 27)]"
832,20b1dd2d,[]
7909,b1b48602,"[datetime.date(2026, 5, 2), datetime.date(2012, 5, 2), datetime.date(2014, 5, 2), datetime.date(2018, 5, 17), datetime.date(2018, 12, 2)]"
5427,7fc392b9,"[datetime.date(2017, 4, 25), datetime.date(2005, 4, 25), datetime.date(2014, 4, 25), datetime.date(2018, 4, 25), datetime.date(2007, 4, 25)]"
9521,d26492bf,"[datetime.date(2018, 1, 2), datetime.date(2016, 3, 10), datetime.date(2016, 10, 10), datetime.date(2015, 1, 10), datetime.date(2018, 12, 31)]"
5197,7b4ae6ab,"[datetime.date(2018, 6, 5)]"
3795,5ecac893,"[datetime.date(2017, 5, 29), datetime.date(2017, 8, 29), datetime.date(2018, 8, 29), datetime.date(2018, 5, 24), datetime.date(2018, 5, 1)]"
6879,9d2605c6,"[datetime.date(2018, 5, 3), datetime.date(2017, 5, 9), datetime.date(2018, 5, 1), datetime.date(2019, 5, 9), datetime.date(2018, 5, 9)]"
1024,24487481,"[datetime.date(2018, 3, 9), datetime.date(2007, 11, 9), datetime.date(2018, 4, 13), datetime.date(2018, 4, 30)]"
10976,f05edcfc,"[datetime.date(2017, 12, 25)]"
9924,dab73146,"[datetime.date(2018, 1, 15), datetime.date(2020, 1, 10), datetime.date(2018, 1, 12)]"
9276,cdabd541,[]
5402,7ef413ab,"[datetime.date(2015, 2, 21), datetime.date(2018, 2, 25), datetime.date(2018, 1, 21), datetime.date(2066, 2, 21), datetime.date(2018, 2, 21)]"
9897,da357fe8,"[datetime.date(2018, 5, 13)]"
1603,2f9d141a,"[datetime.date(2017, 12, 8), datetime.date(2017, 12, 15), datetime.date(2100, 12, 8), datetime.date(2017, 12, 4), datetime.date(2017, 5, 8)]"
1116,2650f04a,"[datetime.date(2017, 12, 20), datetime.date(2017, 12, 17), datetime.date(2017, 3, 14), datetime.date(2017, 12, 14)]"
10791,ec807148,"[datetime.date(2015, 5, 12), datetime.date(2018, 5, 12), datetime.date(2018, 3, 10), datetime.date(2012, 2, 12), datetime.date(2014, 3, 12)]"
3812,5f15ae17,"[datetime.date(2018, 5, 7), datetime.date(2018, 1, 5)]"
4291,688ac1a7,"[datetime.date(2012, 12, 23)]"
3732,5d9f3fbd,"[datetime.date(2004, 6, 7), datetime.date(2017, 6, 1), datetime.date(2018, 6, 1), datetime.date(2016, 6, 1), datetime.date(2018, 6, 14)]"
6428,9484efd3,"[datetime.date(2018, 4, 28), datetime.date(2018, 8, 28)]"
4011,62dd0dbd,"[datetime.date(2018, 5, 17), datetime.date(2018, 5, 23), datetime.date(2012, 9, 18), datetime.date(2011, 6, 22), datetime.date(2018, 5, 24)]"
582,1bfbe665,"[datetime.date(2018, 3, 5), datetime.date(2018, 5, 5), datetime.date(2018, 1, 5)]"
6986,9f1f2194,"[datetime.date(2018, 3, 3), datetime.date(2018, 1, 6), datetime.date(2018, 1, 2), datetime.date(2018, 3, 15), datetime.date(2018, 4, 5)]"
2533,43cc529,"[datetime.date(2018, 5, 23)]"
2348,3f59cb65,"[datetime.date(2017, 12, 20), datetime.date(2017, 10, 11), datetime.date(2023, 3, 31), datetime.date(2015, 12, 14)]"
1835,349ddbe4,"[datetime.date(2018, 3, 14), datetime.date(2018, 3, 29)]"
9875,d9ca9470,"[datetime.date(2015, 4, 28), datetime.date(2018, 4, 28)]"
2097,3a4098ce,"[datetime.date(2016, 1, 28), datetime.date(2002, 1, 28), datetime.date(2034, 1, 28), datetime.date(2018, 1, 28)]"
1758,3308a784,"[datetime.date(2018, 4, 11), datetime.date(2013, 4, 8), datetime.date(2018, 5, 8), datetime.date(2008, 4, 8), datetime.date(2016, 1, 8)]"
2091,3a2c1910,"[datetime.date(2018, 1, 18), datetime.date(2030, 1, 19), datetime.date(2018, 1, 5)]"
2897,4b5e1b43,"[datetime.date(2018, 3, 22), datetime.date(2018, 3, 21)]"
9996,dbc9f97e,"[datetime.date(2018, 5, 4), datetime.date(2023, 5, 4), datetime.date(2017, 6, 2)]"
1133,269f4890,"[datetime.date(2018, 5, 28), datetime.date(2018, 5, 25), datetime.date(2018, 5, 5), datetime.date(2018, 5, 4), datetime.date(2053, 5, 28)]"
5708,85775dc6,"[datetime.date(2019, 3, 27)]"
4303,68d967d,"[datetime.date(2018, 5, 4), datetime.date(2018, 5, 7), datetime.date(2051, 5, 7), datetime.date(2018, 12, 7)]"
6914,9dd77020,"[datetime.date(2018, 4, 7), datetime.date(2009, 4, 26)]"
3409,57154212,"[datetime.date(2018, 1, 25), datetime.date(2018, 1, 6), datetime.date(2018, 1, 3)]"
11337,f8199815,"[datetime.date(2018, 5, 7), datetime.date(2014, 3, 7)]"
4810,7362d25d,"[datetime.date(2018, 2, 14)]"
4911,7583c152,[]
11531,fbcc59d,"[datetime.date(2014, 5, 24), datetime.date(2015, 5, 24), datetime.date(2016, 5, 24), datetime.date(2017, 5, 24), datetime.date(2009, 5, 24)]"
6136,8e0057a5,"[datetime.date(2016, 10, 22), datetime.date(2013, 5, 22), datetime.date(2019, 1, 22), datetime.date(2009, 1, 22), datetime.date(2024, 1, 22)]"
3861,5fdcef9e,"[datetime.date(2017, 12, 9), datetime.date(2017, 12, 7)]"
1338,2a908e71,"[datetime.date(2016, 5, 26), datetime.date(2018, 6, 17)]"
8317,ba562bab,"[datetime.date(2018, 1, 18), datetime.date(2018, 1, 13), datetime.date(2054, 1, 29), datetime.date(2018, 2, 4)]"
4177,666f8bea,[]
2730,47c6bf84,"[datetime.date(2025, 5, 28), datetime.date(2016, 8, 28), datetime.date(2017, 5, 28), datetime.date(2018, 5, 31), datetime.date(2017, 12, 28)]"
10849,eddbd82d,"[datetime.date(2018, 3, 5), datetime.date(2055, 3, 13), datetime.date(2018, 3, 4), datetime.date(2017, 3, 13), datetime.date(2016, 4, 13)]"
6493,95a761cc,"[datetime.date(2018, 5, 3), datetime.date(2018, 5, 2), datetime.date(2017, 5, 10), datetime.date(2016, 4, 10), datetime.date(2018, 11, 10)]"
5778,86a4becf,"[datetime.date(2003, 5, 6), datetime.date(2051, 3, 31), datetime.date(2018, 5, 31)]"
11104,f3214f52,"[datetime.date(2018, 6, 25), datetime.date(2018, 2, 27)]"
2344,3f295160,[]
8937,c6c4e992,"[datetime.date(2018, 5, 12), datetime.date(2050, 2, 12)]"
367,179cdd47,"[datetime.date(2018, 3, 17), datetime.date(2017, 5, 17), datetime.date(2018, 5, 17)]"
1636,306bfb6e,"[datetime.date(2014, 5, 21), datetime.date(2017, 12, 21)]"
9757,d71af9e4,"[datetime.date(2018, 3, 5), datetime.date(2018, 2, 28), datetime.date(2021, 2, 27)]"
720,1e992477,"[datetime.date(2017, 2, 11), datetime.date(2012, 2, 13), datetime.date(2018, 2, 12)]"
7225,a4616432,"[datetime.date(2016, 7, 6), datetime.date(2016, 5, 6), datetime.date(2017, 5, 6)]"
8906,c6277d28,"[datetime.date(2010, 1, 8), datetime.date(2018, 1, 10), datetime.date(2030, 1, 10), datetime.date(2018, 1, 15)]"
7221,a45c5a6c,"[datetime.date(2016, 3, 17), datetime.date(2018, 11, 17), datetime.date(2012, 8, 17)]"
6711,99aab992,"[datetime.date(2016, 12, 20), datetime.date(2020, 12, 20)]"
1910,3630fb3c,"[datetime.date(2060, 3, 13), datetime.date(2018, 3, 30), datetime.date(2018, 3, 10)]"
1429,2c3cb382,"[datetime.date(2013, 11, 5)]"
11656,fe5c4573,"[datetime.date(2017, 7, 13), datetime.date(2018, 4, 3), datetime.date(2018, 10, 26), datetime.date(2016, 4, 22), datetime.date(2018, 5, 26)]"
3093,505a9a9f,"[datetime.date(2001, 10, 17)]"
9951,db24c402,"[datetime.date(2018, 5, 4), datetime.date(2018, 12, 25), datetime.date(2053, 5, 25), datetime.date(2018, 5, 20)]"
8523,bea04dc9,"[datetime.date(2018, 2, 20), datetime.date(2018, 2, 21), datetime.date(2018, 2, 12), datetime.date(2018, 5, 20), datetime.date(2018, 2, 11)]"
5822,878e2b45,[]
11182,f4b99196,"[datetime.date(2018, 5, 7), datetime.date(2017, 5, 9), datetime.date(2018, 5, 25), datetime.date(2018, 4, 18), datetime.date(2018, 5, 1)]"
11181,f4b40e46,"[datetime.date(2018, 3, 5), datetime.date(2018, 6, 5), datetime.date(2018, 9, 5), datetime.date(2018, 5, 5), datetime.date(2014, 6, 5)]"
4520,6d38ee00,"[datetime.date(2016, 5, 17), datetime.date(2007, 5, 17), datetime.date(2018, 6, 17)]"
4973,76c0f6de,"[datetime.date(2017, 9, 22), datetime.date(2017, 12, 22)]"
4621,6f77dcf2,"[datetime.date(2018, 7, 14), datetime.date(2018, 5, 14), datetime.date(2018, 5, 17)]"
7390,a7c46a55,"[datetime.date(2017, 12, 1), datetime.date(2005, 7, 13), datetime.date(2018, 2, 13)]"
10162,df5f8a08,"[datetime.date(2017, 12, 2), datetime.date(2017, 12, 22)]"
93,1222f1f7,"[datetime.date(2017, 3, 8)]"
8597,bff55168,"[datetime.date(2017, 1, 9), datetime.date(2018, 11, 9)]"
1999,3849ef9e,"[datetime.date(2060, 4, 24), datetime.date(2018, 12, 24), datetime.date(2018, 4, 22), datetime.date(2018, 4, 10)]"
2236,3ce788b0,"[datetime.date(2018, 1, 30), datetime.date(2020, 1, 30), datetime.date(2018, 3, 30), datetime.date(2043, 1, 30)]"
9516,d2564451,"[datetime.date(2018, 1, 10), datetime.date(2018, 1, 11), datetime.date(2026, 1, 23), datetime.date(2048, 1, 15), datetime.date(2018, 1, 23)]"
4216,672fbeb2,"[datetime.date(2017, 3, 20), datetime.date(2017, 12, 9), datetime.date(2016, 12, 20)]"
8605,c01092ee,"[datetime.date(2018, 2, 26)]"
6223,8fd0cf8d,"[datetime.date(2017, 12, 10), datetime.date(2017, 11, 12), datetime.date(2017, 12, 11)]"
11099,f3079a53,"[datetime.date(2017, 12, 6), datetime.date(2017, 12, 7), datetime.date(2017, 9, 13), datetime.date(2018, 12, 13), datetime.date(2017, 12, 13)]"
6134,8df57635,"[datetime.date(2017, 12, 13)]"
11003,f0f0dd9c,"[datetime.date(2020, 12, 13), datetime.date(2015, 12, 13), datetime.date(2017, 11, 13)]"
8185,b78204d7,"[datetime.date(2016, 12, 14), datetime.date(2017, 12, 8), datetime.date(2015, 12, 14), datetime.date(2017, 10, 14), datetime.date(2017, 12, 14)]"
9270,cd90cbd6,[]
9018,c84c4c0,"[datetime.date(2050, 1, 29), datetime.date(2018, 12, 29), datetime.date(2018, 1, 10), datetime.date(2017, 11, 30), datetime.date(2040, 1, 29)]"
10461,e60a0b2b,"[datetime.date(2018, 4, 2)]"
8630,c08a79d1,[]
9335,ceac6bc4,"[datetime.date(2018, 1, 30), datetime.date(2018, 2, 5)]"
5430,7fd72ec1,"[datetime.date(2018, 1, 25), datetime.date(2018, 2, 16), datetime.date(2018, 3, 16)]"
9475,d18f641f,"[datetime.date(2018, 5, 29)]"
626,1cd08d40,"[datetime.date(2016, 11, 9), datetime.date(2017, 12, 15), datetime.date(2011, 12, 9)]"
11132,f3ad21fc,"[datetime.date(2011, 1, 24)]"
6242,90227fca,"[datetime.date(2018, 3, 10), datetime.date(2018, 3, 6), datetime.date(2016, 7, 10), datetime.date(2017, 8, 10), datetime.date(2015, 9, 10)]"
1249,28b5ccb1,[]
6952,9e895bb7,"[datetime.date(2017, 12, 3), datetime.date(2017, 12, 22)]"
4903,755ba070,"[datetime.date(2017, 11, 19), datetime.date(2018, 4, 8), datetime.date(2018, 3, 23), datetime.date(2013, 3, 19), datetime.date(2018, 3, 21)]"
7896,b184ea0e,"[datetime.date(2018, 3, 4), datetime.date(2018, 3, 28), datetime.date(2040, 3, 28)]"
8372,bb98647e,"[datetime.date(2018, 4, 26), datetime.date(2016, 4, 26), datetime.date(2018, 4, 9)]"
6243,90393210,"[datetime.date(2017, 12, 20), datetime.date(2040, 12, 22)]"
313,169c00b2,"[datetime.date(2021, 12, 11), datetime.date(2017, 12, 11), datetime.date(2016, 12, 11), datetime.date(2017, 5, 11)]"
8138,b69ae86b,[]
466,199496a6,"[datetime.date(2010, 2, 12), datetime.date(2018, 2, 3)]"
58,116326bf,"[datetime.date(2050, 12, 8), datetime.date(2017, 12, 7), datetime.date(2017, 12, 10), datetime.date(2017, 12, 14)]"
9831,d8d0b9bb,[]
6617,97fbe833,"[datetime.date(2017, 12, 9)]"
537,1b1947a1,"[datetime.date(2018, 2, 22)]"
7328,a690d7c7,"[datetime.date(2018, 5, 28), datetime.date(2004, 1, 28), datetime.date(2016, 1, 28), datetime.date(2018, 1, 28), datetime.date(2015, 1, 28)]"
7125,a2808f23,"[datetime.date(2017, 12, 15), datetime.date(2017, 12, 11)]"
9313,ce5daebe,"[datetime.date(2018, 5, 6), datetime.date(2025, 5, 6), datetime.date(2018, 5, 5), datetime.date(2018, 3, 31), datetime.date(2018, 5, 9)]"
11382,f8f18bfe,"[datetime.date(2018, 3, 20), datetime.date(2018, 2, 7)]"
8472,bd998a69,"[datetime.date(2018, 1, 24), datetime.date(2048, 1, 24), datetime.date(2018, 1, 25)]"
611,1c7a27b8,"[datetime.date(2018, 3, 1), datetime.date(2060, 3, 1)]"
7800,af80b33d,"[datetime.date(2018, 4, 20), datetime.date(2018, 6, 20), datetime.date(2066, 2, 20)]"
8373,bb9f5872,[]
381,17e50e0a,"[datetime.date(2018, 5, 12), datetime.date(2030, 5, 6), datetime.date(2018, 5, 6), datetime.date(2051, 5, 6), datetime.date(2018, 5, 9)]"
2466,42415812,"[datetime.date(2050, 12, 12), datetime.date(2017, 3, 12), datetime.date(2017, 12, 3), datetime.date(2017, 12, 13), datetime.date(2017, 12, 1)]"
2615,453828b,"[datetime.date(2005, 4, 24), datetime.date(2017, 4, 24), datetime.date(2014, 4, 24), datetime.date(2015, 4, 24), datetime.date(2018, 10, 24)]"
11651,fe49e703,"[datetime.date(2018, 5, 14), datetime.date(2018, 4, 14)]"
1118,265df379,[]
10763,ebef64b6,[]
10928,ef3ac1cb,"[datetime.date(2018, 4, 28), datetime.date(2018, 6, 8), datetime.date(2018, 5, 2), datetime.date(2018, 6, 5), datetime.date(2012, 6, 6)]"
989,239d8360,"[datetime.date(2018, 7, 1), datetime.date(2006, 5, 2), datetime.date(2051, 5, 1)]"
9963,db444892,"[datetime.date(2018, 5, 10)]"
1869,355bb118,"[datetime.date(2015, 5, 22), datetime.date(2018, 5, 28), datetime.date(2018, 12, 22), datetime.date(2018, 5, 22), datetime.date(2018, 3, 22)]"
6445,94e81954,[]
2300,3e5102e8,"[datetime.date(2018, 2, 26)]"
4515,6d2e0c98,"[datetime.date(2009, 11, 7), datetime.date(2018, 3, 17), datetime.date(2017, 3, 17)]"
9856,d95e7249,"[datetime.date(2018, 2, 3), datetime.date(2018, 2, 2), datetime.date(2018, 2, 12), datetime.date(2017, 2, 20)]"
9127,cac8298f,[]
723,1eb2afc2,"[datetime.date(2018, 1, 20), datetime.date(2015, 3, 20)]"
7007,9f7fa15c,"[datetime.date(2011, 12, 13), datetime.date(2017, 1, 13), datetime.date(2017, 9, 13), datetime.date(2017, 3, 12)]"
863,21288bc1,"[datetime.date(2018, 3, 14)]"
5626,836dfbb1,"[datetime.date(2002, 1, 8), datetime.date(2018, 1, 14), datetime.date(2017, 1, 8), datetime.date(2018, 1, 11), datetime.date(2015, 5, 8)]"
982,238151eb,"[datetime.date(2016, 9, 24)]"
5684,84faf24d,"[datetime.date(2018, 12, 15), datetime.date(2015, 2, 15), datetime.date(2018, 2, 16), datetime.date(2016, 1, 15), datetime.date(2013, 3, 15)]"
210,149cccf5,[]
5884,890eb9bf,"[datetime.date(2017, 10, 21), datetime.date(2017, 12, 8)]"
6489,959a19e3,"[datetime.date(2025, 12, 14), datetime.date(2017, 1, 14), datetime.date(2017, 12, 19), datetime.date(2020, 12, 14), datetime.date(2017, 12, 13)]"
8517,be856d8a,"[datetime.date(2006, 12, 7), datetime.date(2017, 5, 7), datetime.date(2009, 3, 7), datetime.date(2003, 12, 7), datetime.date(2017, 12, 11)]"
11610,fd742957,"[datetime.date(2018, 5, 18), datetime.date(2018, 2, 23), datetime.date(2017, 2, 18), datetime.date(2015, 2, 18), datetime.date(2018, 2, 19)]"
1695,319a69f2,"[datetime.date(2018, 1, 22), datetime.date(2017, 6, 30), datetime.date(2017, 1, 22), datetime.date(2018, 4, 6), datetime.date(2017, 10, 1)]"
1145,26cc0406,"[datetime.date(2018, 5, 11), datetime.date(2018, 3, 19)]"
11310,f79c1303,"[datetime.date(2017, 9, 15), datetime.date(2018, 3, 21), datetime.date(2018, 3, 2), datetime.date(2018, 3, 15), datetime.date(2018, 4, 6)]"
1513,2dc72087,[]
2559,4450040b,"[datetime.date(2017, 12, 11)]"
9205,cc3ec8e7,"[datetime.date(2017, 5, 26), datetime.date(2017, 12, 31), datetime.date(2017, 9, 26), datetime.date(2016, 8, 26), datetime.date(2017, 12, 7)]"
10260,e1b4ce0d,"[datetime.date(2019, 2, 6), datetime.date(2013, 2, 6), datetime.date(2018, 2, 6), datetime.date(2016, 6, 6), datetime.date(2022, 2, 6)]"
5480,80ae04f1,[]
5583,82953e27,"[datetime.date(2011, 3, 20), datetime.date(2017, 11, 20), datetime.date(2016, 3, 20), datetime.date(2018, 12, 20), datetime.date(2018, 3, 21)]"
4015,62e41a3e,"[datetime.date(2018, 11, 4), datetime.date(2018, 1, 10), datetime.date(2018, 1, 5), datetime.date(2018, 1, 30), datetime.date(2014, 12, 4)]"
1195,27e02152,"[datetime.date(2018, 5, 11), datetime.date(2009, 5, 11), datetime.date(2017, 5, 11)]"
8364,bb5acdad,"[datetime.date(2006, 12, 19), datetime.date(2017, 12, 19)]"
2960,4d00a38b,"[datetime.date(2018, 5, 3), datetime.date(2051, 5, 2), datetime.date(2017, 5, 2), datetime.date(2020, 5, 2), datetime.date(2018, 5, 4)]"
585,1c0317b9,[]
726,1ec505af,"[datetime.date(2050, 2, 22), datetime.date(2018, 5, 22), datetime.date(2018, 2, 5), datetime.date(2007, 11, 9), datetime.date(2030, 2, 22)]"
